seq_ID,seq_start,seq_end,gene1
MT3_519,1,2237,g963
MT3_519,3129,3485,g964
MT3_520,1,1219,g965
MT3_521,754,5321,g966
MT3_522,590,3225,g967
MT3_524,278,1452,g968
MT3_524,3467,8856,g969
MT3_525,1,6346,g970
MT3_526,1,809,g971
MT3_526,1066,3006,g972
MT3_527,2180,4551,g973
MT3_528,279,3074,g974
MT3_528,7330,7626,g975
MT3_529,2613,3649,g976
MT3_530,1,1099,g977
MT3_530,1487,3952,g978
MT3_531,5206,7540,g979
MT3_532,584,1180,g980
MT3_532,3212,5335,g981
MT3_532,5497,6177,g982
MT3_532,8931,9730,g983
MT3_533,1,5182,g984
MT3_534,1,520,g985
MT3_534,810,1874,g986
MT3_534,2786,4191,g987
MT3_534,6607,6981,g988
MT3_535,1,154,g989
MT3_535,1261,3111,g990
MT3_535,4397,5152,g991
MT3_535,5807,7554,g992
MT3_536,2693,6145,g993
MT3_537,1,1277,g994
MT3_538,1412,2532,g995
MT3_539,1996,3066,g996
MT3_539,4538,5339,g997
MT3_539,7558,9105,g998
MT3_540,1,397,g999
MT3_540,813,5681,g1000
MT3_541,319,1404,g1001
MT3_541,2036,2668,g1002
MT3_541,4129,4359,g1003
MT3_541,4552,4995,g1004
MT3_542,2911,4228,g1005
MT3_542,4869,5527,g1006
MT3_543,705,3041,g1007
MT3_544,1,2901,g1008
MT3_544,3242,5299,g1009
MT3_544,5643,6552,g1010
MT3_544,7695,10499,g1011
MT3_544,11591,12217,g1012
MT3_544,12511,12976,g1013
MT3_545,2263,4038,g1014
MT3_546,1,1272,g1015
MT3_546,2144,3336,g1016
MT3_546,4191,5562,g1017
MT3_546,5692,6494,g1018
MT3_546,6539,7018,g1019
MT3_547,125,547,g1020
MT3_547,1390,3119,g1021
MT3_548,297,7507,g1022
MT3_549,1370,3118,g1023
MT3_550,442,1368,g1024
MT3_551,1585,2419,g1025
MT3_552,1,1039,g1026
MT3_552,1585,2697,g1027
MT3_553,159,1058,g1028
MT3_553,1603,4005,g1029
MT3_554,1,2454,g1030
MT3_555,2883,3670,g1031
MT3_555,4078,5418,g1032
MT3_556,634,1320,g1033
MT3_556,2080,2739,g1034
MT3_557,917,1852,g1035
MT3_558,118,3667,g1036
MT3_560,1,3172,g1037
MT3_562,1879,4622,g1038
MT3_563,1,697,g1039
MT3_563,955,2853,g1040
MT3_564,1160,2696,g1041
MT3_564,2843,5125,g1042
MT3_564,7233,7709,g1043
MT3_564,8110,9655,g1044
MT3_565,349,2801,g1045
MT3_566,1114,3497,g1046
MT3_566,4113,5809,g1047
MT3_567,1,586,g1048
MT3_567,1742,6329,g1049
MT3_567,8380,10817,g1050
MT3_568,2622,3421,g1051
MT3_569,414,1313,g1052
MT3_569,2326,3419,g1053
MT3_569,4787,6121,g1054
MT3_570,4035,4723,g1055
MT3_571,580,2648,g1056
MT3_572,3137,4846,g1057
MT3_573,1,750,g1058
MT3_574,1428,5427,g1059
MT3_574,6166,7158,g1060
MT3_574,7679,9235,g1061
MT3_575,1,884,g1062
MT3_575,1300,4428,g1063
MT3_576,1,759,g1064
MT3_576,1309,2994,g1065
MT3_576,3568,4743,g1066
MT3_576,6691,7835,g1067
MT3_576,10409,12157,g1068
MT3_576,12944,13879,g1069
MT3_577,1,3014,g1070
MT3_578,1993,3723,g1071
MT3_578,4643,6289,g1072
MT3_579,1,2617,g1073
MT3_580,407,2137,g1074
MT3_580,2299,3690,g1075
MT3_580,5307,6660,g1076
MT3_581,226,1808,g1077
MT3_581,4070,6780,g1078
MT3_582,1,166,g1079
MT3_582,982,2510,g1080
MT3_582,2676,4505,g1081
MT3_583,1,219,g1082
MT3_583,1150,2181,g1083
MT3_584,600,1495,g1084
MT3_584,3008,3250,g1085
MT3_585,1,1253,g1086
MT3_585,1947,5662,g1087
MT3_587,1289,4964,g1088
MT3_587,5568,7541,g1089
MT3_589,1,9304,g1090
MT3_590,1802,2407,g1091
MT3_590,3748,5440,g1092
MT3_590,6605,8055,g1093
MT3_591,1190,3219,g1094
MT3_591,3969,5599,g1095
MT3_592,1,2990,g1096
MT3_593,747,1866,g1097
MT3_593,2032,2934,g1098
MT3_593,6070,6514,g1099
MT3_594,1729,2460,g1100
MT3_595,3,1961,g1101
MT3_595,2189,2551,g1102
MT3_596,1309,5782,g1103
MT3_597,1,945,g1104
MT3_597,3232,4280,g1105
MT3_598,2916,3887,g1106
MT3_598,4587,5823,g1107
MT3_599,1319,2038,g1108
MT3_600,891,3329,g1109
MT3_601,1730,2482,g1110
MT3_601,2838,3144,g1111
MT3_601,3550,4074,g1112
MT3_601,4435,5106,g1113
MT3_601,5403,6554,g1114
MT3_601,7000,7930,g1115
MT3_601,8730,10993,g1116
MT3_602,1,659,g1117
MT3_602,683,2029,g1118
MT3_602,4436,5356,g1119
MT3_602,5480,7153,g1120
MT3_603,1045,3958,g1121
MT3_604,980,2263,g1122
MT3_605,98,1129,g1123
MT3_606,568,2682,g1124
MT3_607,530,2999,g1125
MT3_608,180,887,g1126
MT3_608,1006,4167,g1127
MT3_609,542,1009,g1128
MT3_610,1928,3007,g1129
MT3_610,4147,5928,g1130
MT3_610,7331,8611,g1131
MT3_611,2337,4211,g1132
MT3_612,206,701,g1133
MT3_612,1348,1638,g1134
MT3_612,2041,3532,g1135
MT3_612,3926,5748,g1136
MT3_612,7413,8165,g1137
MT3_613,147,2314,g1138
MT3_613,3037,4440,g1139
MT3_613,5166,6131,g1140
MT3_614,1,212,g1141
MT3_614,2726,4010,g1142
MT3_615,1,855,g1143
MT3_615,1301,2440,g1144
MT3_617,1003,2899,g1145
MT3_617,3405,5869,g1146
MT3_618,1,710,g1147
MT3_618,859,3572,g1148
MT3_619,1,1360,g1149
MT3_619,1510,2933,g1150
MT3_620,1,2888,g1151
MT3_621,1,1970,g1152
MT3_621,8057,9458,g1153
MT3_622,1222,1569,g1154
MT3_622,2449,4212,g1155
MT3_623,1,215,g1156
MT3_623,2523,4209,g1157
MT3_625,497,1264,g1158
MT3_625,1496,1993,g1159
MT3_625,2457,3288,g1160
MT3_626,1,1867,g1161
MT3_626,2653,3969,g1162
MT3_626,4833,6110,g1163
MT3_627,3099,3609,g1164
MT3_627,5238,5647,g1165
MT3_628,1,934,g1166
MT3_628,1476,4051,g1167
MT3_629,1,6536,g1168
MT3_630,191,878,g1169
MT3_630,1230,3009,g1170
MT3_630,3564,5540,g1171
MT3_630,6409,6652,g1172
MT3_631,881,3657,g1173
MT3_632,1,630,g1174
MT3_632,1463,4273,g1175
MT3_632,4495,5385,g1176
MT3_632,5775,6982,g1177
MT3_632,7355,7867,g1178
MT3_633,1,1817,g1179
MT3_633,3081,4344,g1180
MT3_634,656,3961,g1181
MT3_635,1318,3309,g1182
MT3_636,74,1543,g1183
MT3_636,4014,4801,g1184
MT3_637,3463,3867,g1185
MT3_638,1,893,g1186
MT3_638,2021,4305,g1187
MT3_639,499,1957,g1188
MT3_640,1,2441,g1189
MT3_640,2946,7072,g1190
MT3_641,792,2659,g1191
MT3_641,3159,3536,g1192
MT3_642,1291,2253,g1193
MT3_642,4313,6115,g1194
MT3_643,1,3814,g1195
MT3_644,1696,2679,g1196
MT3_645,262,4123,g1197
MT3_646,453,1898,g1198
MT3_646,2756,4525,g1199
MT3_648,1,539,g1200
MT3_648,883,2593,g1201
MT3_649,592,2477,g1202
MT3_650,173,2704,g1203
MT3_650,3446,4332,g1204
MT3_651,2169,4495,g1205
MT3_652,946,2857,g1206
MT3_653,1111,2244,g1207
MT3_653,2931,4187,g1208
MT3_654,188,1519,g1209
MT3_654,3107,3649,g1210
MT3_656,1,675,g1211
MT3_656,997,1832,g1212
MT3_658,543,863,g1213
MT3_658,1165,2485,g1214
MT3_658,2716,3568,g1215
MT3_658,4392,4706,g1216
MT3_659,1,824,g1217
MT3_659,3136,4283,g1218
MT3_660,387,1673,g1219
MT3_661,1654,2484,g1220
MT3_661,3579,4397,g1221
MT3_662,795,1602,g1222
MT3_663,2220,4279,g1223
MT3_664,1,321,g1224
MT3_664,946,3770,g1225
MT3_665,485,2743,g1226
MT3_666,2635,4163,g1227
MT3_667,2041,6873,g1228
MT3_668,891,1359,g1229
MT3_668,1746,2189,g1230
MT3_669,1169,1902,g1231
MT3_670,1,674,g1232
MT3_670,1374,3790,g1233
MT3_671,2331,4339,g1234
MT3_672,2319,4221,g1235
MT3_673,3948,5741,g1236
MT3_673,6524,7504,g1237
MT3_673,7662,8307,g1238
MT3_674,262,1827,g1239
MT3_675,1,684,g1240
MT3_675,1296,5328,g1241
MT3_677,1,1213,g1242
MT3_677,1684,2655,g1243
MT3_677,4087,4941,g1244
MT3_678,2710,3327,g1245
MT3_679,63,314,g1246
MT3_679,1393,2294,g1247
MT3_680,1,766,g1248
MT3_680,1147,2041,g1249
MT3_681,2795,3545,g1250
MT3_681,4255,7036,g1251
MT3_682,1,376,g1252
MT3_682,1860,2715,g1253
MT3_683,1464,3205,g1254
MT3_683,4649,5856,g1255
MT3_683,6746,7532,g1256
MT3_684,1530,4402,g1257
MT3_685,1388,3760,g1258
MT3_685,4632,5420,g1259
MT3_685,6256,7005,g1260
MT3_687,1,1594,g1261
MT3_687,1713,3061,g1262
MT3_688,1,510,g1263
MT3_688,752,3277,g1264
MT3_689,1,567,g1265
MT3_689,2979,3200,g1266
MT3_690,1,1119,g1267
MT3_690,2422,4946,g1268
MT3_691,339,3399,g1269
MT3_692,3364,5967,g1270
MT3_692,6746,7807,g1271
MT3_693,1825,3534,g1272
MT3_694,1,2630,g1273
MT3_695,30,2444,g1274
MT3_695,3432,4214,g1275
MT3_696,1,711,g1276
MT3_696,1254,2177,g1277
MT3_696,2783,2986,g1278
MT3_697,1,1352,g1279
MT3_697,1560,3351,g1280
MT3_698,90,1659,g1281
MT3_698,1772,3482,g1282
MT3_699,1,387,g1283
MT3_700,19,1345,g1284
MT3_700,6532,8222,g1285
MT3_701,1,1534,g1286
MT3_702,301,2263,g1287
MT3_702,5724,7671,g1288
MT3_702,9047,9811,g1289
MT3_702,10343,11072,g1290
MT3_703,1,156,g1291
MT3_703,643,2937,g1292
MT3_704,1,1630,g1293
MT3_704,3147,3671,g1294
MT3_705,1005,1451,g1295
MT3_706,321,4990,g1296
MT3_706,5346,5642,g1297
MT3_707,1,1245,g1298
MT3_707,3134,3658,g1299
MT3_708,1,303,g1300
MT3_708,592,2608,g1301
MT3_709,708,3854,g1302
MT3_710,2423,3152,g1303
MT3_710,3980,4825,g1304
MT3_711,1,1674,g1305
MT3_711,2020,2869,g1306
MT3_711,3613,3901,g1307
MT3_712,1,356,g1308
MT3_712,1253,1811,g1309
MT3_712,2244,3794,g1310
MT3_713,1,927,g1311
MT3_713,1631,3474,g1312
MT3_713,3704,4305,g1313
MT3_713,4777,6253,g1314
MT3_714,3344,4176,g1315
MT3_714,5742,7357,g1316
MT3_714,7659,9223,g1317
MT3_714,9963,11044,g1318
MT3_714,11922,12501,g1319
MT3_715,1268,3381,g1320
MT3_716,1,929,g1321
MT3_716,1329,2123,g1322
MT3_716,3319,4291,g1323
MT3_717,234,2507,g1324
MT3_717,2845,5119,g1325
MT3_718,185,4552,g1326
MT3_719,1,4788,g1327
MT3_720,1,928,g1328
MT3_721,715,2181,g1329
MT3_722,1094,2908,g1330
MT3_722,3229,5716,g1331
MT3_723,1,2741,g1332
MT3_724,1,1099,g1333
MT3_724,4190,6148,g1334
MT3_725,917,1673,g1335
MT3_725,3256,5184,g1336
MT3_726,1,556,g1337
MT3_726,2384,2878,g1338
MT3_727,1,302,g1339
MT3_727,2812,4629,g1340
MT3_728,109,2338,g1341
MT3_728,4778,8043,g1342
MT3_729,1,1308,g1343
MT3_730,1,347,g1344
MT3_730,730,1875,g1345
MT3_731,1483,3846,g1346
MT3_731,6035,6880,g1347
MT3_731,7346,8599,g1348
MT3_732,2345,2929,g1349
MT3_733,45,2838,g1350
MT3_733,3752,5302,g1351
MT3_734,55,659,g1352
MT3_734,665,1788,g1353
MT3_734,2839,4281,g1354
MT3_735,1,1140,g1355
MT3_735,1516,4440,g1356
MT3_736,1,1537,g1357
MT3_736,2735,4795,g1358
MT3_737,242,2487,g1359
MT3_737,2838,3392,g1360
MT3_738,1115,2806,g1361
MT3_738,3722,4318,g1362
MT3_738,5162,5644,g1363
MT3_739,1,481,g1364
MT3_739,2788,5477,g1365
MT3_739,6384,7333,g1366
MT3_740,1223,1952,g1367
MT3_741,1184,3118,g1368
MT3_742,1,1941,g1369
MT3_742,2977,4363,g1370
MT3_743,4490,4804,g1371
MT3_744,483,2220,g1372
MT3_744,3361,6210,g1373
MT3_745,1,1648,g1374
MT3_746,1,3410,g1375
MT3_746,4701,5339,g1376
MT3_747,1426,3014,g1377
MT3_748,828,2426,g1378
MT3_749,2156,3282,g1379
MT3_750,1313,2914,g1380
MT3_751,181,933,g1381
MT3_751,1010,3120,g1382
MT3_752,660,1922,g1383
MT3_753,1,3139,g1384
MT3_754,5532,6065,g1385
MT3_757,477,1499,g1386
MT3_757,1742,2588,g1387
MT3_758,1,626,g1388
MT3_758,2499,4889,g1389
MT3_760,1,985,g1390
MT3_760,3999,6695,g1391
MT3_761,2301,3783,g1392
MT3_762,698,1685,g1393
MT3_763,1,1450,g1394
MT3_763,2629,3247,g1395
MT3_764,1,714,g1396
MT3_764,3579,4706,g1397
MT3_765,4,1734,g1398
MT3_765,2251,2703,g1399
MT3_766,1,227,g1400
MT3_766,1847,2911,g1401
MT3_766,3205,4440,g1402
MT3_767,581,3831,g1403
MT3_768,1,584,g1404
MT3_768,2939,3928,g1405
MT3_768,5219,6279,g1406
MT3_769,1,2096,g1407
MT3_769,2741,3016,g1408
MT3_770,1,3085,g1409
MT3_770,4902,5378,g1410
MT3_772,689,3049,g1411
MT3_772,4452,5197,g1412
MT3_773,88,1554,g1413
MT3_773,2015,3085,g1414
MT3_774,46,1143,g1415
MT3_774,1890,4406,g1416
MT3_775,1,1602,g1417
MT3_775,2287,5895,g1418
MT3_776,1,1616,g1419
MT3_776,3134,5349,g1420
MT3_776,7480,8567,g1421
MT3_777,454,2863,g1422
MT3_777,3472,4181,g1423
MT3_777,5705,6273,g1424
MT3_777,6557,6956,g1425
MT3_778,2073,2873,g1426
MT3_779,1,584,g1427
MT3_779,605,3748,g1428
MT3_779,6316,8238,g1429
MT3_780,1685,2662,g1430
MT3_780,2853,3807,g1431
MT3_781,1289,3250,g1432
MT3_781,4052,7666,g1433
MT3_782,1,965,g1434
MT3_782,1349,2474,g1435
MT3_782,3485,4551,g1436
MT3_782,5032,5617,g1437
MT3_783,721,2500,g1438
MT3_784,1,1433,g1439
MT3_784,3839,5041,g1440
MT3_785,1717,4871,g1441
MT3_785,5491,6309,g1442
MT3_785,7011,8735,g1443
MT3_786,1,350,g1444
MT3_786,1120,2316,g1445
MT3_786,2684,3243,g1446
MT3_787,86,1192,g1447
MT3_787,5384,6322,g1448
MT3_787,6995,8785,g1449
MT3_788,2657,3754,g1450
MT3_789,1056,2040,g1451
MT3_789,3684,4714,g1452
MT3_789,6401,7220,g1453
MT3_790,914,2011,g1454
MT3_790,2708,4354,g1455
MT3_790,4523,5480,g1456
MT3_790,6260,7291,g1457
MT3_791,1336,2340,g1458
MT3_792,1,2718,g1459
MT3_793,4505,5082,g1460
MT3_794,549,3240,g1461
MT3_794,3531,4984,g1462
MT3_794,5542,6144,g1463
MT3_795,1,619,g1464
MT3_796,761,2540,g1465
MT3_797,1,1711,g1466
MT3_797,2119,2976,g1467
MT3_797,3081,3388,g1468
MT3_798,1623,3866,g1469
MT3_799,1745,2668,g1470
MT3_800,267,959,g1471
MT3_800,1889,3072,g1472
MT3_800,4741,8687,g1473
MT3_801,1,597,g1474
MT3_801,1347,4071,g1475
MT3_802,1,6691,g1476
MT3_803,914,1714,g1477
MT3_803,2131,3120,g1478
MT3_804,1,1634,g1479
MT3_804,1910,3006,g1480
MT3_805,1,300,g1481
MT3_805,715,2645,g1482
MT3_805,3110,6760,g1483
MT3_806,1,1550,g1484
MT3_806,1736,2909,g1485
MT3_807,1134,1988,g1486
MT3_808,621,3428,g1487
MT3_809,1,368,g1488
MT3_809,919,1706,g1489
MT3_809,3684,3991,g1490
MT3_810,928,4249,g1491
MT3_811,619,3548,g1492
MT3_811,6098,6957,g1493
MT3_811,7542,8523,g1494
MT3_812,1,1733,g1495
MT3_812,4400,5005,g1496
MT3_812,7333,9200,g1497
MT3_813,172,892,g1498
MT3_813,2006,2864,g1499
MT3_814,2177,3199,g1500
MT3_814,6554,7750,g1501
MT3_815,1,1040,g1502
MT3_815,1616,3403,g1503
MT3_816,697,3924,g1504
MT3_817,704,2236,g1505
MT3_817,3118,3456,g1506
MT3_819,405,767,g1507
MT3_819,1296,2953,g1508
MT3_820,1,1208,g1509
MT3_821,1,3140,g1510
MT3_822,1325,1624,g1511
MT3_823,134,1489,g1512
MT3_824,1,1748,g1513
MT3_824,2803,4104,g1514
MT3_825,4452,5152,g1515
MT3_826,1092,3293,g1516
MT3_826,6025,7404,g1517
MT3_827,1,5849,g1518
MT3_828,2245,3490,g1519
MT3_829,763,1278,g1520
MT3_829,1664,3062,g1521
MT3_830,626,1136,g1522
MT3_830,1570,3015,g1523
MT3_830,3392,4790,g1524
MT3_830,5060,6263,g1525
MT3_830,7408,8213,g1526
MT3_831,1445,2854,g1527
MT3_832,844,3253,g1528
MT3_833,1172,3674,g1529
MT3_833,6115,7539,g1530
MT3_833,8465,9154,g1531
MT3_834,1,3001,g1532
MT3_834,4175,5551,g1533
MT3_835,1,1048,g1534
MT3_835,3577,5227,g1535
MT3_835,5901,7590,g1536
MT3_836,987,2924,g1537
MT3_837,395,1588,g1538
MT3_837,1752,3082,g1539
MT3_837,3366,4079,g1540
MT3_837,5178,7946,g1541
MT3_837,8647,9255,g1542
MT3_837,9349,9828,g1543
MT3_838,1,180,g1544
MT3_838,4311,5861,g1545
MT3_838,6617,6912,g1546
MT3_839,243,2929,g1547
MT3_840,1278,2485,g1548
MT3_841,777,3023,g1549
MT3_842,3563,5359,g1550
MT3_844,1,272,g1551
MT3_844,1162,2104,g1552
MT3_846,1,6697,g1553
MT3_847,4005,5485,g1554
MT3_847,8090,8647,g1555
MT3_848,1055,2727,g1556
MT3_848,3602,4120,g1557
MT3_849,108,2038,g1558
MT3_849,3645,5638,g1559
MT3_851,801,2360,g1560
MT3_851,4070,4839,g1561
MT3_852,1,403,g1562
MT3_852,762,1856,g1563
MT3_853,3966,8638,g1564
MT3_854,542,2804,g1565
MT3_855,1,855,g1566
MT3_856,1296,4330,g1567
MT3_857,1,1784,g1568
MT3_858,568,2964,g1569
MT3_858,3562,3867,g1570
MT3_858,4365,7452,g1571
MT3_859,585,1804,g1572
MT3_860,1,875,g1573
MT3_860,1809,2858,g1574
MT3_860,2953,5095,g1575
MT3_861,1,99,g1576
MT3_861,1374,2341,g1577
MT3_862,1315,2988,g1578
MT3_862,3397,4090,g1579
MT3_863,865,1590,g1580
MT3_863,1854,9265,g1581
MT3_864,1000,1830,g1582
MT3_864,3072,3630,g1583
MT3_865,1734,2870,g1584
MT3_865,5174,7515,g1585
MT3_866,83,3612,g1586
MT3_867,2909,4966,g1587
MT3_867,6097,10262,g1588
MT3_867,10411,11373,g1589
MT3_867,12052,12852,g1590
MT3_868,1,411,g1591
MT3_868,1388,3196,g1592
MT3_868,4012,6405,g1593
MT3_869,1,519,g1594
MT3_869,3475,3753,g1595
MT3_870,1,1188,g1596
MT3_870,1813,5731,g1597
MT3_870,6026,6366,g1598
MT3_871,304,2007,g1599
MT3_871,2931,4991,g1600
MT3_872,1162,3141,g1601
MT3_873,1,890,g1602
MT3_873,2811,3128,g1603
MT3_874,1,7670,g1604
MT3_875,1,4450,g1605
MT3_876,1335,3102,g1606
MT3_877,1754,3133,g1607
MT3_878,2881,3670,g1608
MT3_878,4084,5682,g1609
MT3_880,772,3665,g1610
MT3_880,4055,5587,g1611
MT3_881,339,992,g1612
MT3_881,1875,2801,g1613
MT3_881,3394,3852,g1614
MT3_882,1,1901,g1615
MT3_882,1977,4712,g1616
MT3_883,1,609,g1617
MT3_883,1876,3649,g1618
MT3_884,1,623,g1619
MT3_884,1226,1558,g1620
MT3_886,889,1758,g1621
MT3_887,7,1278,g1622
MT3_888,1225,2418,g1623
MT3_888,3070,4004,g1624
MT3_889,1,1568,g1625
MT3_890,1,253,g1626
MT3_890,767,1003,g1627
MT3_890,5593,8128,g1628
MT3_891,370,2232,g1629
MT3_892,1,1007,g1630
MT3_892,1172,2782,g1631
MT3_893,1,6461,g1632
MT3_893,9372,11162,g1633
MT3_894,495,1736,g1634
MT3_895,411,1840,g1635
MT3_896,1,1859,g1636
MT3_896,2454,3561,g1637
MT3_896,3896,4448,g1638
MT3_897,1442,3194,g1639
MT3_897,4550,5407,g1640
MT3_897,6290,7788,g1641
MT3_897,8133,8664,g1642
MT3_897,8923,9909,g1643
MT3_898,447,3519,g1644
MT3_900,1,1019,g1645
MT3_900,1412,2084,g1646
MT3_901,1,1711,g1647
MT3_901,3152,4156,g1648
MT3_901,5462,6121,g1649
MT3_902,1,985,g1650
MT3_902,3427,5051,g1651
MT3_902,5450,6822,g1652
MT3_903,2957,3783,g1653
MT3_904,218,1920,g1654
MT3_904,3430,4094,g1655
MT3_905,1,249,g1656
MT3_905,850,4231,g1657
MT3_906,390,976,g1658
MT3_906,1247,2243,g1659
MT3_907,270,2404,g1660
MT3_908,1,724,g1661
MT3_908,1071,2606,g1662
MT3_909,192,800,g1663
MT3_909,1884,3338,g1664
MT3_909,3624,4613,g1665
MT3_910,335,3450,g1666
MT3_911,2639,4587,g1667
MT3_913,1,824,g1668
MT3_913,7144,7608,g1669
MT3_914,2078,3615,g1670
MT3_915,405,819,g1671
MT3_915,947,1714,g1672
MT3_915,2519,3286,g1673
MT3_915,4125,4967,g1674
MT3_916,629,1961,g1675
MT3_916,2160,3503,g1676
MT3_917,1,594,g1677
MT3_917,1429,2423,g1678
MT3_919,1,3974,g1679
MT3_920,1,924,g1680
MT3_921,1,1864,g1681
MT3_922,987,2726,g1682
MT3_922,3170,4427,g1683
MT3_923,33,488,g1684
MT3_923,1265,2195,g1685
MT3_923,3195,5583,g1686
MT3_924,6,3440,g1687
MT3_925,1,1488,g1688
MT3_926,1,2568,g1689
MT3_928,1,1121,g1690
MT3_928,1441,2907,g1691
MT3_928,4644,5894,g1692
MT3_930,1,1169,g1693
MT3_930,1673,3372,g1694
MT3_931,1366,4323,g1695
MT3_932,487,1754,g1696
MT3_933,1,901,g1697
MT3_933,2353,6971,g1698
MT3_934,98,352,g1699
MT3_934,684,2282,g1700
MT3_934,2615,3439,g1701
MT3_934,4165,4572,g1702
MT3_935,1,598,g1703
MT3_935,1943,2872,g1704
MT3_935,4554,4979,g1705
MT3_935,5490,6671,g1706
MT3_936,2798,4357,g1707
MT3_936,5088,6074,g1708
MT3_937,1,2965,g1709
MT3_937,4745,5538,g1710
MT3_938,1,496,g1711
MT3_938,652,2103,g1712
MT3_939,1,1564,g1713
MT3_940,2342,2780,g1714
MT3_940,3513,4427,g1715
MT3_940,5555,6297,g1716
MT3_941,610,1980,g1717
MT3_942,1,869,g1718
MT3_942,2080,2949,g1719
MT3_943,1012,2241,g1720
MT3_943,2893,3234,g1721
MT3_943,4661,6066,g1722
MT3_944,339,1324,g1723
MT3_944,1940,3092,g1724
MT3_945,6149,8024,g1725
MT3_946,1220,4582,g1726
MT3_947,1,656,g1727
MT3_947,1886,3057,g1728
MT3_948,876,3227,g1729
MT3_949,1,1711,g1730
MT3_949,2983,3208,g1731
MT3_950,465,1478,g1732
MT3_950,2970,3857,g1733
MT3_950,4908,5837,g1734
MT3_951,508,2065,g1735
MT3_951,3080,5911,g1736
MT3_952,2139,2931,g1737
MT3_953,220,3305,g1738
MT3_955,1,776,g1739
MT3_955,1636,2631,g1740
MT3_955,2670,3018,g1741
MT3_956,686,1534,g1742
MT3_956,2819,3064,g1743
MT3_957,874,2483,g1744
MT3_958,1,2328,g1745
MT3_958,2656,2967,g1746
MT3_959,1365,3149,g1747
MT3_959,3991,5184,g1748
MT3_959,6535,7358,g1749
MT3_960,902,3707,g1750
MT3_961,1,462,g1751
MT3_962,2538,5115,g1752
MT3_964,553,1458,g1753
MT3_964,1925,2532,g1754
MT3_964,3078,7823,g1755
MT3_965,1933,3452,g1756
MT3_966,154,1660,g1757
MT3_966,2372,5299,g1758
MT3_967,1,1147,g1759
MT3_967,1320,2238,g1760
MT3_968,152,1990,g1761
MT3_969,803,2116,g1762
MT3_969,2518,3701,g1763
MT3_970,1685,3142,g1764
MT3_971,1,594,g1765
MT3_971,3107,5995,g1766
MT3_972,1,619,g1767
MT3_972,964,1587,g1768
MT3_972,2077,3934,g1769
MT3_972,4102,5226,g1770
MT3_973,1,229,g1771
MT3_973,966,1271,g1772
MT3_973,1770,5534,g1773
MT3_974,2647,6387,g1774
MT3_975,90,1802,g1775
MT3_975,2798,3920,g1776
MT3_975,4353,8411,g1777
MT3_975,9050,9776,g1778
MT3_975,13419,15116,g1779
MT3_976,1,485,g1780
MT3_977,1,437,g1781
MT3_977,1076,2326,g1782
MT3_977,3217,3529,g1783
MT3_978,1945,4302,g1784
MT3_978,5488,6571,g1785
MT3_978,7149,7810,g1786
MT3_979,1,1311,g1787
MT3_979,2959,4901,g1788
MT3_980,593,1416,g1789
MT3_980,2425,3787,g1790
MT3_981,2715,3878,g1791
MT3_982,1,1732,g1792
MT3_983,1971,4107,g1793
MT3_983,4556,5499,g1794
MT3_984,1143,2062,g1795
MT3_984,2157,3264,g1796
MT3_984,3958,6282,g1797
MT3_985,132,710,g1798
MT3_985,1706,2632,g1799
MT3_985,2910,4224,g1800
MT3_986,858,3392,g1801
MT3_986,3804,5190,g1802
MT3_987,2546,5330,g1803
MT3_987,5884,7097,g1804
MT3_987,9941,10366,g1805
MT3_988,1342,3027,g1806
MT3_989,1,2069,g1807
MT3_989,2356,3720,g1808
MT3_989,4470,4945,g1809
MT3_990,1894,6512,g1810
MT3_991,1584,2627,g1811
MT3_991,2931,3325,g1812
MT3_992,882,2517,g1813
MT3_993,715,2409,g1814
MT3_993,2922,3220,g1815
MT3_994,1,353,g1816
MT3_994,1048,2772,g1817
MT3_995,2623,3429,g1818
MT3_996,1546,4274,g1819
MT3_997,508,1692,g1820
MT3_997,2186,2842,g1821
MT3_998,1358,3894,g1822
MT3_1000,31,390,g1823
MT3_1000,3991,4323,g1824
MT3_1001,1,546,g1825
MT3_1001,1196,2964,g1826
MT3_1001,3454,5387,g1827
MT3_1002,1,2785,g1828
MT3_1003,2012,3587,g1829
MT3_1003,4200,4464,g1830
MT3_1004,1552,3195,g1831
MT3_1005,365,1301,g1832
MT3_1005,1645,4869,g1833
MT3_1006,1,763,g1834
MT3_1006,1606,3374,g1835
MT3_1007,1,294,g1836
MT3_1007,860,2676,g1837
MT3_1008,646,2078,g1838
MT3_1009,1,2432,g1839
MT3_1009,4475,6051,g1840
MT3_1010,1632,3651,g1841
MT3_1012,1,515,g1842
MT3_1012,2108,4210,g1843
MT3_1013,1,1985,g1844
MT3_1014,1,3506,g1845
MT3_1015,1,1408,g1846
MT3_1016,1,2192,g1847
MT3_1016,3542,3967,g1848
MT3_1016,6337,7595,g1849
MT3_1017,1,939,g1850
MT3_1017,1562,3725,g1851
MT3_1018,322,1885,g1852
MT3_1019,697,1989,g1853
MT3_1019,3135,4511,g1854
MT3_1019,4561,5775,g1855
MT3_1020,890,2898,g1856
MT3_1021,1,1401,g1857
MT3_1021,7817,9463,g1858
MT3_1021,10071,10838,g1859
MT3_1021,11599,12452,g1860
MT3_1022,1,1932,g1861
MT3_1022,2679,2966,g1862
MT3_1023,1,1240,g1863
MT3_1023,1847,3446,g1864
MT3_1023,4266,5492,g1865
