seq_ID,seq_start,seq_end
NODE_1722_length_5871_cov_0.754352,1,5871
NODE_1721_length_5871_cov_0.817549,1,5871
NODE_1725_length_5868_cov_0.620449,1,5868
NODE_1724_length_5868_cov_0.781049,1,5868
NODE_1723_length_5868_cov_0.905069,1,5868
NODE_1726_length_5866_cov_1.018993,1,5866
NODE_1729_length_5863_cov_0.772664,1,5863
NODE_1728_length_5863_cov_0.805439,1,5863
NODE_1727_length_5863_cov_0.865586,1,5863
NODE_1730_length_5861_cov_0.760028,1,5861
NODE_1731_length_5858_cov_0.867562,1,5858
NODE_1732_length_5856_cov_0.774481,1,5856
NODE_1735_length_5851_cov_0.682565,1,5851
NODE_1734_length_5851_cov_0.818309,1,5851
NODE_1733_length_5851_cov_0.831412,1,5851
NODE_1736_length_5850_cov_0.808842,1,5850
NODE_1738_length_5848_cov_0.694983,1,5848
NODE_1737_length_5848_cov_0.795840,1,5848
NODE_1739_length_5847_cov_0.784441,1,5847
NODE_1740_length_5846_cov_0.727225,1,5846
NODE_1743_length_5840_cov_0.738316,1,5840
NODE_1742_length_5840_cov_0.852442,1,5840
NODE_1741_length_5840_cov_0.860144,1,5840
NODE_1745_length_5837_cov_0.884413,1,5837
NODE_1744_length_5837_cov_0.895096,1,5837
NODE_1746_length_5836_cov_14.365563,1,5836
NODE_1747_length_5832_cov_0.835232,1,5832
NODE_1749_length_5831_cov_0.869741,1,5831
NODE_1748_length_5831_cov_0.905856,1,5831
NODE_1750_length_5829_cov_0.840231,1,5829
NODE_1752_length_5825_cov_0.758336,1,5825
NODE_1751_length_5825_cov_0.793085,1,5825
NODE_1756_length_5812_cov_0.647493,1,5812
NODE_1755_length_5812_cov_0.753562,1,5812
NODE_1754_length_5812_cov_0.847669,1,5812
NODE_1753_length_5812_cov_1.006332,1,5812
NODE_1758_length_5811_cov_0.726601,1,5811
NODE_1757_length_5811_cov_0.848170,1,5811
NODE_1759_length_5809_cov_0.840197,1,5809
NODE_1760_length_5807_cov_0.758627,1,5807
NODE_1761_length_5805_cov_0.967242,1,5805
NODE_1762_length_5803_cov_0.775194,1,5803
NODE_1764_length_5802_cov_0.749780,1,5802
NODE_1763_length_5802_cov_0.751189,1,5802
NODE_1765_length_5800_cov_0.800458,1,5800
NODE_1766_length_5799_cov_0.733251,1,5799
NODE_1767_length_5798_cov_0.753659,1,5798
NODE_1768_length_5797_cov_0.773898,1,5797
NODE_1769_length_5796_cov_0.904040,1,5796
NODE_1770_length_5795_cov_0.795342,1,5795
NODE_1771_length_5794_cov_0.745368,1,5794
NODE_1772_length_5793_cov_1.020649,1,5793
NODE_1774_length_5792_cov_0.779700,1,5792
NODE_1773_length_5792_cov_0.873786,1,5792
NODE_1775_length_5787_cov_0.785159,1,5787
NODE_1776_length_5780_cov_0.931010,1,5780
NODE_1777_length_5779_cov_0.953822,1,5779
NODE_1779_length_5778_cov_0.901256,1,5778
NODE_1778_length_5778_cov_0.972394,1,5778
NODE_1781_length_5776_cov_0.762790,1,5776
NODE_1780_length_5776_cov_0.957692,1,5776
NODE_1782_length_5771_cov_0.810595,1,5771
NODE_1783_length_5769_cov_0.868309,1,5769
NODE_1784_length_5767_cov_0.845922,1,5767
NODE_1785_length_5766_cov_0.848732,1,5766
NODE_1786_length_5764_cov_1.011176,1,5764
NODE_1787_length_5763_cov_0.948190,1,5763
NODE_1788_length_5762_cov_0.976752,1,5762
NODE_1789_length_5759_cov_0.914062,1,5759
NODE_1790_length_5758_cov_0.779968,1,5758
NODE_1791_length_5755_cov_0.867448,1,5755
NODE_1792_length_5754_cov_0.848943,1,5754
NODE_1793_length_5753_cov_0.907216,1,5753
NODE_1794_length_5752_cov_0.758400,1,5752
NODE_1795_length_5751_cov_0.774004,1,5751
NODE_1796_length_5745_cov_0.861161,1,5745
NODE_1797_length_5742_cov_0.798041,1,5742
NODE_1798_length_5739_cov_1.032431,1,5739
NODE_1800_length_5734_cov_0.853933,1,5734
NODE_1799_length_5734_cov_0.884965,1,5734
NODE_1801_length_5733_cov_0.734748,1,5733
NODE_1802_length_5730_cov_0.940746,1,5730
NODE_1803_length_5729_cov_0.722778,1,5729
NODE_1804_length_5728_cov_1.004642,1,5728
NODE_1805_length_5726_cov_0.877657,1,5726
NODE_1809_length_5725_cov_0.687746,1,5725
NODE_1808_length_5725_cov_0.778671,1,5725
NODE_1807_length_5725_cov_0.805288,1,5725
NODE_1806_length_5725_cov_0.946767,1,5725
NODE_1810_length_5723_cov_0.793960,1,5723
NODE_1811_length_5722_cov_0.919214,1,5722
NODE_1813_length_5721_cov_0.853236,1,5721
NODE_1812_length_5721_cov_0.933500,1,5721
NODE_1814_length_5718_cov_0.815239,1,5718
NODE_1815_length_5716_cov_0.610664,1,5716
NODE_1816_length_5711_cov_0.956304,1,5711
NODE_1817_length_5709_cov_0.752956,1,5709
NODE_1818_length_5706_cov_0.815200,1,5706
NODE_1820_length_5704_cov_0.768872,1,5704
NODE_1819_length_5704_cov_0.884167,1,5704
NODE_1821_length_5703_cov_0.861011,1,5703
NODE_1822_length_5701_cov_1.040904,1,5701
NODE_1823_length_5694_cov_0.897611,1,5694
NODE_1824_length_5693_cov_0.808480,1,5693
NODE_1825_length_5691_cov_0.831955,1,5691
NODE_1826_length_5690_cov_0.727126,1,5690
NODE_1828_length_5689_cov_0.817512,1,5689
NODE_1827_length_5689_cov_0.873966,1,5689
NODE_1829_length_5680_cov_0.838106,1,5680
NODE_1830_length_5679_cov_0.875720,1,5679
NODE_1831_length_5676_cov_0.754190,1,5676
NODE_1832_length_5674_cov_0.816658,1,5674
NODE_1834_length_5671_cov_0.783911,1,5671
NODE_1833_length_5671_cov_0.939394,1,5671
NODE_1835_length_5670_cov_0.790005,1,5670
NODE_1836_length_5669_cov_0.828401,1,5669
NODE_1838_length_5668_cov_0.676593,1,5668
NODE_1837_length_5668_cov_0.797329,1,5668
NODE_1839_length_5666_cov_0.865860,1,5666
NODE_1840_length_5664_cov_0.759617,1,5664
NODE_1841_length_5661_cov_0.769787,1,5661
NODE_1843_length_5660_cov_0.768299,1,5660
NODE_1842_length_5660_cov_0.825411,1,5660
NODE_1844_length_5659_cov_0.852856,1,5659
NODE_1845_length_5657_cov_0.861844,1,5657
NODE_1846_length_5656_cov_0.912100,1,5656
NODE_1847_length_5650_cov_0.752671,1,5650
NODE_1849_length_5649_cov_0.737957,1,5649
NODE_1848_length_5649_cov_0.801340,1,5649
NODE_1850_length_5648_cov_0.933708,1,5648
NODE_1851_length_5642_cov_0.663463,1,5642
NODE_1852_length_5641_cov_0.919840,1,5641
NODE_1853_length_5640_cov_0.726283,1,5640
NODE_1854_length_5639_cov_0.798258,1,5639
NODE_1855_length_5634_cov_0.793536,1,5634
NODE_1856_length_5633_cov_0.871776,1,5633
NODE_1857_length_5631_cov_0.812682,1,5631
NODE_1858_length_5630_cov_0.877158,1,5630
NODE_1859_length_5629_cov_0.918939,1,5629
NODE_1860_length_5627_cov_1.054909,1,5627
NODE_1861_length_5625_cov_0.805202,1,5625
NODE_1862_length_5623_cov_0.766557,1,5623
NODE_1863_length_5619_cov_0.768026,1,5619
NODE_1864_length_5616_cov_0.936054,1,5616
NODE_1865_length_5615_cov_0.845481,1,5615
NODE_1867_length_5614_cov_0.697467,1,5614
NODE_1866_length_5614_cov_0.818845,1,5614
NODE_1869_length_5612_cov_0.774111,1,5612
NODE_1868_length_5612_cov_0.852507,1,5612
NODE_1871_length_5610_cov_0.767645,1,5610
NODE_1870_length_5610_cov_0.993434,1,5610
NODE_1873_length_5609_cov_0.795695,1,5609
NODE_1872_length_5609_cov_0.949289,1,5609
NODE_1875_length_5608_cov_0.745667,1,5608
NODE_1874_length_5608_cov_0.859150,1,5608
NODE_1877_length_5605_cov_0.711026,1,5605
NODE_1876_length_5605_cov_0.837167,1,5605
NODE_1879_length_5604_cov_0.755523,1,5604
NODE_1878_length_5604_cov_0.860508,1,5604
NODE_1880_length_5603_cov_0.859021,1,5603
NODE_1882_length_5602_cov_0.796164,1,5602
NODE_1881_length_5602_cov_0.914886,1,5602
NODE_1883_length_5595_cov_0.826993,1,5595
NODE_1886_length_5594_cov_0.875252,1,5594
NODE_1885_length_5594_cov_0.878727,1,5594
NODE_1884_length_5594_cov_0.951893,1,5594
NODE_1887_length_5590_cov_0.699982,1,5590
NODE_1889_length_5588_cov_0.683208,1,5588
NODE_1888_length_5588_cov_0.856070,1,5588
NODE_1890_length_5584_cov_0.821697,1,5584
NODE_1891_length_5583_cov_0.788673,1,5583
NODE_1892_length_5580_cov_0.766734,1,5580
NODE_1893_length_5579_cov_0.944791,1,5579
NODE_1894_length_5568_cov_0.975188,1,5568
NODE_1895_length_5567_cov_0.768566,1,5567
NODE_1896_length_5560_cov_0.730352,1,5560
NODE_1897_length_5559_cov_0.800994,1,5559
NODE_1898_length_5558_cov_0.833548,1,5558
NODE_1899_length_5557_cov_0.771455,1,5557
NODE_1901_length_5554_cov_0.791966,1,5554
NODE_1900_length_5554_cov_0.865303,1,5554
NODE_1903_length_5553_cov_0.753594,1,5553
NODE_1902_length_5553_cov_0.789532,1,5553
NODE_1904_length_5552_cov_0.847189,1,5552
NODE_1905_length_5549_cov_0.932128,1,5549
NODE_1906_length_5548_cov_0.876776,1,5548
NODE_1907_length_5543_cov_0.868353,1,5543
NODE_1909_length_5540_cov_0.698319,1,5540
NODE_1908_length_5540_cov_0.912064,1,5540
NODE_1910_length_5539_cov_0.767738,1,5539
NODE_1911_length_5538_cov_0.933654,1,5538
NODE_1913_length_5537_cov_0.745287,1,5537
NODE_1912_length_5537_cov_0.866174,1,5537
NODE_1915_length_5534_cov_0.746810,1,5534
NODE_1914_length_5534_cov_0.753838,1,5534
NODE_1916_length_5530_cov_0.746067,1,5530
NODE_1917_length_5529_cov_1.018882,1,5529
NODE_1918_length_5528_cov_0.962785,1,5528
NODE_1920_length_5527_cov_0.766667,1,5527
NODE_1919_length_5527_cov_0.956667,1,5527
NODE_1921_length_5524_cov_1.058180,1,5524
NODE_1922_length_5523_cov_0.884544,1,5523
NODE_1923_length_5521_cov_0.803115,1,5521
NODE_1925_length_5519_cov_0.830119,1,5519
NODE_1924_length_5519_cov_0.985163,1,5519
NODE_1927_length_5517_cov_0.776252,1,5517
NODE_1926_length_5517_cov_0.857514,1,5517
NODE_1928_length_5514_cov_0.955820,1,5514
NODE_1929_length_5512_cov_0.799443,1,5512
NODE_1930_length_5510_cov_0.749025,1,5510
NODE_1931_length_5506_cov_0.830080,1,5506
NODE_1932_length_5505_cov_0.813128,1,5505
NODE_1933_length_5504_cov_0.873349,1,5504
NODE_1935_length_5501_cov_0.917566,1,5501
NODE_1934_length_5501_cov_0.793860,1,5501
NODE_1937_length_5500_cov_0.722501,1,5500
NODE_1936_length_5500_cov_0.758236,1,5500
NODE_1938_length_5499_cov_0.780156,1,5499
NODE_1940_length_5498_cov_0.760566,1,5498
NODE_1939_length_5498_cov_0.916031,1,5498
NODE_1941_length_5497_cov_0.963873,1,5497
NODE_1942_length_5495_cov_0.862146,1,5495
NODE_1943_length_5493_cov_0.909430,1,5493
NODE_1945_length_5492_cov_0.784902,1,5492
NODE_1944_length_5492_cov_0.912954,1,5492
NODE_1948_length_5491_cov_0.665175,1,5491
NODE_1947_length_5491_cov_0.786353,1,5491
NODE_1946_length_5491_cov_0.801641,1,5491
NODE_1949_length_5490_cov_0.841693,1,5490
NODE_1951_length_5488_cov_0.774296,1,5488
NODE_1950_length_5488_cov_0.858422,1,5488
NODE_1952_length_5485_cov_0.915640,1,5485
NODE_1953_length_5483_cov_0.778940,1,5483
NODE_1955_length_5480_cov_0.810387,1,5480
NODE_1954_length_5480_cov_0.881001,1,5480
NODE_1956_length_5478_cov_0.727714,1,5478
NODE_1957_length_5477_cov_0.924673,1,5477
NODE_1958_length_5475_cov_0.894353,1,5475
NODE_1959_length_5474_cov_0.776136,1,5474
NODE_1960_length_5473_cov_0.842686,1,5473
NODE_1962_length_5470_cov_0.920457,1,5470
NODE_1961_length_5470_cov_0.996070,1,5470
NODE_1963_length_5468_cov_0.789365,1,5468
NODE_1964_length_5465_cov_0.814725,1,5465
NODE_1965_length_5464_cov_0.985385,1,5464
NODE_1967_length_5463_cov_0.748126,1,5463
NODE_1966_length_5463_cov_0.761807,1,5463
NODE_1968_length_5458_cov_0.938285,1,5458
NODE_1969_length_5457_cov_0.862477,1,5457
NODE_1971_length_5456_cov_0.768625,1,5456
NODE_1970_length_5456_cov_0.895290,1,5456
NODE_1972_length_5455_cov_0.701201,1,5455
NODE_1973_length_5453_cov_1.047503,1,5453
NODE_1974_length_5450_cov_0.886906,1,5450
NODE_1975_length_5449_cov_0.850244,1,5449
NODE_1976_length_5446_cov_0.836999,1,5446
NODE_1978_length_5443_cov_0.725734,1,5443
NODE_1977_length_5443_cov_0.806433,1,5443
NODE_1979_length_5441_cov_0.684983,1,5441
NODE_1980_length_5440_cov_0.918314,1,5440
NODE_1981_length_5439_cov_0.737387,1,5439
NODE_1982_length_5437_cov_0.890395,1,5437
NODE_1983_length_5435_cov_0.764318,1,5435
NODE_1984_length_5434_cov_0.866214,1,5434
NODE_1987_length_5430_cov_0.775033,1,5430
NODE_1986_length_5430_cov_0.802187,1,5430
NODE_1985_length_5430_cov_0.817650,1,5430
NODE_1988_length_5429_cov_0.937759,1,5429
NODE_1990_length_5428_cov_0.831541,1,5428
NODE_1989_length_5428_cov_0.839842,1,5428
NODE_1992_length_5423_cov_0.832326,1,5423
NODE_1991_length_5423_cov_0.886140,1,5423
NODE_1993_length_5422_cov_0.692918,1,5422
NODE_1994_length_5421_cov_0.847374,1,5421
NODE_1995_length_5420_cov_0.877574,1,5420
NODE_1996_length_5419_cov_0.722600,1,5419
NODE_1997_length_5417_cov_0.895085,1,5417
NODE_1999_length_5416_cov_0.798071,1,5416
NODE_1998_length_5416_cov_1.008508,1,5416
NODE_2000_length_5415_cov_0.820915,1,5415
NODE_2001_length_5413_cov_0.793227,1,5413
NODE_2003_length_5412_cov_0.816462,1,5412
NODE_2002_length_5412_cov_0.884579,1,5412
NODE_2004_length_5409_cov_0.861227,1,5409
NODE_2005_length_5405_cov_0.804661,1,5405
NODE_2008_length_5404_cov_0.724086,1,5404
NODE_2007_length_5404_cov_0.823574,1,5404
NODE_2006_length_5404_cov_0.958120,1,5404
NODE_2009_length_5402_cov_0.986730,1,5402
NODE_2010_length_5401_cov_0.777778,1,5401
NODE_2012_length_5400_cov_0.705860,1,5400
NODE_2011_length_5400_cov_0.817182,1,5400
NODE_2013_length_5399_cov_0.747344,1,5399
NODE_2014_length_5398_cov_1.083476,1,5398
NODE_2016_length_5395_cov_0.715642,1,5395
NODE_2015_length_5395_cov_0.827449,1,5395
NODE_2017_length_5394_cov_0.860072,1,5394
NODE_2019_length_5393_cov_0.838017,1,5393
NODE_2018_length_5393_cov_0.936954,1,5393
NODE_2020_length_5391_cov_0.860182,1,5391
NODE_2021_length_5386_cov_0.918806,1,5386
NODE_2022_length_5384_cov_0.945406,1,5384
NODE_2023_length_5383_cov_0.989346,1,5383
NODE_2024_length_5377_cov_0.836190,1,5377
NODE_2025_length_5373_cov_0.812047,1,5373
NODE_2026_length_5371_cov_0.787757,1,5371
NODE_2027_length_5369_cov_0.770126,1,5369
NODE_2028_length_5366_cov_0.765986,1,5366
NODE_2029_length_5365_cov_0.884689,1,5365
NODE_2031_length_5363_cov_0.854660,1,5363
NODE_2030_length_5363_cov_0.982620,1,5363
NODE_2032_length_5361_cov_0.899694,1,5361
NODE_2033_length_5359_cov_0.876147,1,5359
NODE_2034_length_5358_cov_0.727777,1,5358
NODE_2035_length_5357_cov_0.830784,1,5357
NODE_2036_length_5355_cov_0.943764,1,5355
NODE_2038_length_5352_cov_0.816842,1,5352
NODE_2037_length_5352_cov_0.838469,1,5352
NODE_2039_length_5350_cov_0.798583,1,5350
NODE_2040_length_5349_cov_0.886825,1,5349
NODE_2042_length_5348_cov_0.886803,1,5348
NODE_2041_length_5348_cov_0.903850,1,5348
NODE_2043_length_5347_cov_0.997126,1,5347
NODE_2045_length_5344_cov_0.823462,1,5344
NODE_2044_length_5344_cov_0.863715,1,5344
NODE_2046_length_5343_cov_0.906825,1,5343
NODE_2047_length_5337_cov_0.771785,1,5337
NODE_2051_length_5336_cov_0.684200,1,5336
NODE_2050_length_5336_cov_0.687080,1,5336
NODE_2049_length_5336_cov_0.873680,1,5336
NODE_2048_length_5336_cov_0.893262,1,5336
NODE_2052_length_5334_cov_0.958517,1,5334
NODE_2055_length_5331_cov_0.823021,1,5331
NODE_2054_length_5331_cov_0.863759,1,5331
NODE_2053_length_5331_cov_0.884704,1,5331
NODE_2056_length_5330_cov_0.848933,1,5330
NODE_2057_length_5324_cov_0.698865,1,5324
NODE_2058_length_5323_cov_0.694380,1,5323
NODE_2059_length_5321_cov_0.859453,1,5321
NODE_2060_length_5314_cov_0.714286,1,5314
NODE_2062_length_5313_cov_0.668723,1,5313
NODE_2061_length_5313_cov_0.970305,1,5313
NODE_2065_length_5312_cov_0.767213,1,5312
NODE_2064_length_5312_cov_0.783607,1,5312
NODE_2063_length_5312_cov_0.869431,1,5312
NODE_2067_length_5308_cov_0.839606,1,5308
NODE_2066_length_5308_cov_0.842308,1,5308
NODE_2069_length_5307_cov_0.803861,1,5307
NODE_2068_length_5307_cov_0.811390,1,5307
NODE_2070_length_5304_cov_0.843152,1,5304
NODE_2072_length_5303_cov_0.803516,1,5303
NODE_2071_length_5303_cov_0.911128,1,5303
NODE_2074_length_5299_cov_0.820959,1,5299
NODE_2073_length_5299_cov_0.854988,1,5299
NODE_2076_length_5298_cov_0.701605,1,5298
NODE_2075_length_5298_cov_0.831947,1,5298
NODE_2077_length_5296_cov_0.952989,1,5296
NODE_2079_length_5294_cov_0.818076,1,5294
NODE_2078_length_5294_cov_0.860267,1,5294
NODE_2081_length_5292_cov_0.800194,1,5292
NODE_2080_length_5292_cov_0.829429,1,5292
NODE_2083_length_5289_cov_0.870787,1,5289
NODE_2082_length_5289_cov_0.956412,1,5289
NODE_2087_length_5288_cov_0.770781,1,5288
NODE_2086_length_5288_cov_0.809727,1,5288
NODE_2085_length_5288_cov_0.960667,1,5288
NODE_2084_length_5288_cov_1.014338,1,5288
NODE_2088_length_5285_cov_0.872819,1,5285
NODE_2089_length_5284_cov_0.817917,1,5284
NODE_2090_length_5281_cov_0.734381,1,5281
NODE_2091_length_5278_cov_0.914968,1,5278
NODE_2093_length_5277_cov_0.729126,1,5277
NODE_2092_length_5277_cov_0.904078,1,5277
NODE_2094_length_5276_cov_0.856671,1,5276
NODE_2095_length_5275_cov_1.039044,1,5275
NODE_2096_length_5272_cov_0.790865,1,5272
NODE_2097_length_5268_cov_0.814433,1,5268
NODE_2098_length_5266_cov_0.775832,1,5266
NODE_2099_length_5264_cov_0.683862,1,5264
NODE_2101_length_5263_cov_0.679517,1,5263
NODE_2100_length_5263_cov_0.760709,1,5263
NODE_2103_length_5262_cov_0.693866,1,5262
NODE_2102_length_5262_cov_0.900682,1,5262
NODE_2104_length_5261_cov_0.722633,1,5261
NODE_2105_length_5258_cov_0.906061,1,5258
NODE_2106_length_5257_cov_0.942300,1,5257
NODE_2107_length_5256_cov_0.841880,1,5256
NODE_2109_length_5252_cov_0.765268,1,5252
NODE_2108_length_5252_cov_0.816976,1,5252
NODE_2110_length_5250_cov_0.740972,1,5250
NODE_2111_length_5248_cov_0.837336,1,5248
NODE_2112_length_5245_cov_0.818288,1,5245
NODE_2113_length_5243_cov_0.887608,1,5243
NODE_2115_length_5238_cov_0.953238,1,5238
NODE_2114_length_5238_cov_0.955586,1,5238
NODE_2117_length_5237_cov_0.727006,1,5237
NODE_2116_length_5237_cov_0.773973,1,5237
NODE_2118_length_5236_cov_0.872186,1,5236
NODE_2122_length_5235_cov_0.754894,1,5235
NODE_2121_length_5235_cov_0.759201,1,5235
NODE_2120_length_5235_cov_0.875685,1,5235
NODE_2119_length_5235_cov_0.960258,1,5235
NODE_2123_length_5234_cov_0.895633,1,5234
NODE_2124_length_5230_cov_0.809720,1,5230
NODE_2125_length_5226_cov_0.912532,1,5226
NODE_2126_length_5223_cov_0.862441,1,5223
NODE_2128_length_5222_cov_0.836899,1,5222
NODE_2127_length_5222_cov_0.895976,1,5222
NODE_2129_length_5219_cov_0.784760,1,5219
NODE_2130_length_5218_cov_0.663131,1,5218
NODE_2131_length_5217_cov_0.814931,1,5217
NODE_2132_length_5216_cov_0.714482,1,5216
NODE_2133_length_5215_cov_0.868514,1,5215
NODE_2134_length_5214_cov_0.830745,1,5214
NODE_2136_length_5212_cov_0.746903,1,5212
NODE_2135_length_5212_cov_0.804916,1,5212
NODE_2137_length_5207_cov_0.958071,1,5207
NODE_2138_length_5205_cov_0.969673,1,5205
NODE_2139_length_5203_cov_0.775020,1,5203
NODE_2140_length_5202_cov_0.843547,1,5202
NODE_2141_length_5201_cov_0.888451,1,5201
NODE_2143_length_5197_cov_0.923866,1,5197
NODE_2142_length_5197_cov_0.953649,1,5197
NODE_2144_length_5196_cov_1.037877,1,5196
NODE_2145_length_5195_cov_0.932518,1,5195
NODE_2146_length_5194_cov_0.805408,1,5194
NODE_2148_length_5188_cov_0.828295,1,5188
NODE_2147_length_5188_cov_0.960877,1,5188
NODE_2149_length_5186_cov_0.851552,1,5186
NODE_2150_length_5182_cov_0.855786,1,5182
NODE_2151_length_5180_cov_0.935088,1,5180
NODE_2152_length_5176_cov_0.859972,1,5176
NODE_2153_length_5174_cov_0.838518,1,5174
NODE_2155_length_5173_cov_0.787554,1,5173
NODE_2154_length_5173_cov_0.862862,1,5173
NODE_2156_length_5172_cov_0.785927,1,5172
NODE_2157_length_5171_cov_0.823751,1,5171
NODE_2158_length_5169_cov_0.700912,1,5169
NODE_2159_length_5166_cov_0.825362,1,5166
NODE_2160_length_5163_cov_0.828634,1,5163
NODE_2161_length_5161_cov_0.765793,1,5161
NODE_2163_length_5159_cov_0.833665,1,5159
NODE_2162_length_5159_cov_0.930644,1,5159
NODE_2164_length_5156_cov_0.774110,1,5156
NODE_2166_length_5154_cov_0.729859,1,5154
NODE_2165_length_5154_cov_0.890989,1,5154
NODE_2168_length_5151_cov_0.730295,1,5151
NODE_2167_length_5151_cov_0.851712,1,5151
NODE_2169_length_5148_cov_0.849632,1,5148
NODE_2170_length_5146_cov_0.941622,1,5146
NODE_2171_length_5145_cov_0.744320,1,5145
NODE_2173_length_5143_cov_0.861443,1,5143
NODE_2172_length_5143_cov_1.053628,1,5143
NODE_2174_length_5141_cov_0.841045,1,5141
NODE_2176_length_5139_cov_0.816840,1,5139
NODE_2175_length_5139_cov_0.835196,1,5139
NODE_2177_length_5137_cov_0.836527,1,5137
NODE_2178_length_5136_cov_0.791775,1,5136
NODE_2180_length_5134_cov_0.906531,1,5134
NODE_2179_length_5134_cov_0.958458,1,5134
NODE_2181_length_5133_cov_0.757291,1,5133
NODE_2182_length_5131_cov_0.902678,1,5131
NODE_2185_length_5125_cov_0.771309,1,5125
NODE_2184_length_5125_cov_0.829932,1,5125
NODE_2183_length_5125_cov_0.885354,1,5125
NODE_2187_length_5124_cov_0.713828,1,5124
NODE_2186_length_5124_cov_0.795878,1,5124
NODE_2188_length_5122_cov_0.902903,1,5122
NODE_2189_length_5121_cov_0.764718,1,5121
NODE_2191_length_5119_cov_0.769832,1,5119
NODE_2190_length_5119_cov_1.008614,1,5119
NODE_2192_length_5118_cov_0.763374,1,5118
NODE_2193_length_5117_cov_0.803808,1,5117
NODE_2195_length_5116_cov_0.756665,1,5116
NODE_2194_length_5116_cov_0.834436,1,5116
NODE_2196_length_5115_cov_0.782879,1,5115
NODE_2198_length_5114_cov_0.869461,1,5114
NODE_2197_length_5114_cov_0.896330,1,5114
NODE_2201_length_5113_cov_0.853991,1,5113
NODE_2200_length_5113_cov_0.881268,1,5113
NODE_2199_length_5113_cov_1.100481,1,5113
NODE_2202_length_5110_cov_0.805137,1,5110
NODE_2203_length_5107_cov_0.835542,1,5107
NODE_2204_length_5104_cov_0.924653,1,5104
NODE_2206_length_5103_cov_0.909767,1,5103
NODE_2205_length_5103_cov_0.915997,1,5103
NODE_2207_length_5101_cov_0.994572,1,5101
NODE_2208_length_5100_cov_0.714458,1,5100
NODE_2210_length_5099_cov_0.666331,1,5099
NODE_2209_length_5099_cov_0.910298,1,5099
NODE_2212_length_5098_cov_0.862804,1,5098
NODE_2211_length_5098_cov_0.910078,1,5098
NODE_2213_length_5097_cov_0.641046,1,5097
NODE_2215_length_5096_cov_0.876233,1,5096
NODE_2214_length_5096_cov_1.038237,1,5096
NODE_2216_length_5095_cov_0.811795,1,5095
NODE_2217_length_5091_cov_0.846293,1,5091
NODE_2218_length_5090_cov_0.668346,1,5090
NODE_2219_length_5088_cov_0.924612,1,5088
NODE_2220_length_5087_cov_0.735081,1,5087
NODE_2221_length_5084_cov_0.804317,1,5084
NODE_2222_length_5083_cov_0.953995,1,5083
NODE_2223_length_5082_cov_0.807064,1,5082
NODE_2225_length_5080_cov_0.659398,1,5080
NODE_2224_length_5080_cov_0.815062,1,5080
NODE_2226_length_5079_cov_0.748990,1,5079
NODE_2228_length_5078_cov_0.747728,1,5078
NODE_2227_length_5078_cov_0.778025,1,5078
NODE_2230_length_5076_cov_0.632451,1,5076
NODE_2229_length_5076_cov_0.733886,1,5076
NODE_2231_length_5075_cov_0.927041,1,5075
NODE_2232_length_5070_cov_0.862634,1,5070
NODE_2234_length_5069_cov_0.766491,1,5069
NODE_2233_length_5069_cov_0.882841,1,5069
NODE_2235_length_5067_cov_0.845142,1,5067
NODE_2236_length_5066_cov_0.859891,1,5066
NODE_2237_length_5063_cov_0.963533,1,5063
NODE_2239_length_5062_cov_0.715907,1,5062
NODE_2238_length_5062_cov_0.740628,1,5062
NODE_2240_length_5060_cov_0.838435,1,5060
NODE_2241_length_5059_cov_0.825223,1,5059
NODE_2242_length_5057_cov_0.810142,1,5057
NODE_2243_length_5056_cov_0.793873,1,5056
NODE_2245_length_5055_cov_0.692167,1,5055
NODE_2244_length_5055_cov_0.950487,1,5055
NODE_2246_length_5053_cov_0.824604,1,5053
NODE_2248_length_5051_cov_0.858855,1,5051
NODE_2247_length_5051_cov_0.864541,1,5051
NODE_2249_length_5049_cov_0.878911,1,5049
NODE_2250_length_5048_cov_0.706157,1,5048
NODE_2251_length_5046_cov_0.741614,1,5046
NODE_2253_length_5041_cov_0.860399,1,5041
NODE_2252_length_5041_cov_0.943630,1,5041
NODE_2254_length_5038_cov_0.771533,1,5038
NODE_2257_length_5037_cov_0.812627,1,5037
NODE_2256_length_5037_cov_0.869043,1,5037
NODE_2255_length_5037_cov_1.035438,1,5037
NODE_2259_length_5035_cov_0.809495,1,5035
NODE_2258_length_5035_cov_0.907090,1,5035
NODE_2260_length_5034_cov_0.780110,1,5034
NODE_2261_length_5033_cov_0.659397,1,5033
NODE_2262_length_5029_cov_0.783966,1,5029
NODE_2263_length_5028_cov_0.751275,1,5028
NODE_2264_length_5027_cov_0.811633,1,5027
NODE_2266_length_5026_cov_0.746479,1,5026
NODE_2265_length_5026_cov_0.892427,1,5026
NODE_2267_length_5025_cov_0.918742,1,5025
NODE_2271_length_5024_cov_0.741679,1,5024
NODE_2270_length_5024_cov_0.769042,1,5024
NODE_2269_length_5024_cov_0.861548,1,5024
NODE_2268_length_5024_cov_0.998775,1,5024
NODE_2273_length_5023_cov_0.757557,1,5023
NODE_2272_length_5023_cov_0.841708,1,5023
NODE_2275_length_5022_cov_0.797140,1,5022
NODE_2274_length_5022_cov_1.000409,1,5022
NODE_2276_length_5020_cov_0.654609,1,5020
NODE_2277_length_5019_cov_0.871218,1,5019
NODE_2278_length_5016_cov_0.786459,1,5016
NODE_2280_length_5014_cov_0.740536,1,5014
